
# 常用标准汉喃字表（2024年版）表1
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表1共3975字（分为6级，即1、2、3、4、5、T，分别有244、342、464、478、490、1957字）
#
# 𡨸漢喃	音讀	Level	譬喻	𥱬註
# Chữ Hán Nôm	Âm đọc	Level	Thí dụ	Ghi chú

𡨸漢喃	音讀	level	譬喻	𥱬註
褓	bịu	T	𠬠褓裙襖 một bịu quần áo · 泮褓 bận bịu [𠸨]	U+8913
𠬃	bỏ	2	恄𠬃 ghét bỏ · 𠬃過 bỏ qua · 辭 𠬃 từ bỏ · 𨑥𠬃 vứt bỏ	[異] 補 U+20B03
抪	bó	4	繃抪 băng bó	[異] 𥿠 咘 U+62AA
𤙭	bò	T	𤙭𡣨 bò cái · 𤙭㴜 bò biển · 裙 𤙭 quần bò · 餅𤙭 bánh bò	U+2466D
𨁏	bò	T	𧋻𨁏 rắn bò · 𨁏𨑜𡐙 bò dưới đất	[異] 𨆶 U+2804F
𧌂	bọ	T	螻𧌂 sâu bọ	U+27302
俌	bô	T	俌老 bô lão	U+4FCC
𥮉	bô	T	䈵𥮉 ống bô (pô) [摱] · 𢭰𥮉渃解 đổ bô nước giải [摱]	U+25B89
捕	bổ	T	捕檜 bổ củi · 捕洆 bổ chửng	U+6355
補	BỔ	3	補充 bổ sung · 修補 tu bổ · 補血 bổ huyết · 補語 bổ ngữ	U+88DC
補	bù	3	搷補 đền bù · 補㙮 bù đắp	
布	BỐ	2	布告 bố cáo · 布置 bố trí · 頒布 ban bố · 布局 bố cục · 分布 phân bố	U+5E03
菩	BỒ	3	菩薩 bồ tát · 菩提 bồ đề	U+83E9
𪁭	bồ	T	𪁭鳩 bồ câu · 𪁭𪇌 bồ nông	𡨸𥱬㗂輔𠓀𥪝詞（只得使用 𥪝𠸜𧵑各類𪀄） Chữ ghi tiếng phụ trước trong từ (chỉ được sử dụng trong tên của các loài chim) U+2A06D
步	BỘ	2	𠫾步 đi bộ · 百步 bách bộ · 同步 đồng bộ · 塘步 đường bộ ·步兵 bộ binh · 𪜯水打步 lính thuỷ đánh bộ	U+6B65
步	bộ	2	步𠏭𠎩𧡊𢥇𡗋咍哰丕？ Bộ tụi bây thấy chán lắm hay sao vậy?	
部	BỘ	1	部分 bộ phận · 幹部 cán bộ ·部樣 bộ dạng · 𫜵部 làm bộ ·全部 toàn bộ · 部裙襖 bộ quần áo	U+90E8
部	bậu	1	部𨷯 bậu cửa · 部𠫾共戈 bậu đi cùng qua	
𠴙	bở	T	𧃷𠴙 khoai bở · 想𠴙 tưởng bở · 𫼻𠴙 vớ bở	U+20D19
坡	bờ	4	坡㴜 bờ biển · 坡𬏇 bờ ruộng ·坡梨俱 Bờ-lây-cu (Pleiku)	U+5761
𭢨	bợ	T	暫𭢨 tạm bợ · 佞𭢨 nịnh bợ	U+2D8A8
剝	bóc	5	剝蛻 bóc lột · 剝𤿭 bóc vỏ	U+525D
襆	bọc	T	包襆 bao bọc · 𦅰襆 đùm bọc	U+8946
扑	bốc	T	扑籤 bốc thăm · 扑𫇿 bốc thuốc	U+6251
僕	BỘC	T	奴僕 nô bộc	U+50D5
爆	BỘC	T	爆發 bộc phát	U+7206
𧴤	bói	T	䀡𧴤 xem bói	U+27D24
𫽗	bôi	5	𫽗渘 bôi nhọ · 𫽗駁 bôi bác	U+2BF57
貝	BỐI	1	寶貝 bảo bối	U+8C9D
貝	với	1	對貝 đối với · 𠫾貝埃 đi với ai	
背	BỐI	3	背景 bối cảnh	U+80CC
背	BỘI	3	背約 bội ước · 背薄 bội bạc ·背恩 bội ơn	
𦁀	bối	T	𦁀𦇒 bối rối · 𠶎𦁀 bê bối	U+26040
輩	BỐI	T	前輩 tiền bối · 後輩 hậu bối ·長輩 trưởng bối	U+8F29
培	BỒI	T	培養 bồi dưỡng · 培補 bồi bổ ·培㙮 bồi đắp · 紙培 giấy bồi	U+57F9
徘	BỒI	T	徘徊 bồi hồi · 徘盤 bồi bàn [摱] · 徘𤇮 bồi bếp [摱]	U+5F98
賠	BỒI	T	賠償 bồi thường · 賠還 bồi hoàn	U+8CE0
佩	BỘI	5	佩服 bội phục · 玉佩 ngọc bội	U+4F69
佩	bội	5	喝佩 hát bội	
倍	BỘI	T	倍數 bội số · 扱倍 gấp bội	[翻] U+500D
𬈺	bơi	T	𣘊𬈺 đồ bơi · 𬈺過瀧 bơi qua sông	[翻] U+2C23A
𤳸（𤳄）	bởi	3	𤳸爲 bởi vì · 𤳸在 bởi tại	[異] 𤳷 U+24CF8 (U+24CC4)
捭	bới	5	捭𢪮 bới móc · 掏捭 đào bới	U+636D
𢱎	bời	T	𦇒𢱎 rối bời · 𨔈𢱎 chơi bời	U+22C4E
姂	bợm	T	𧦟姂 bịp bợm · 姂𫅷 bợm già ·姂𠻼 bợm nhậu	U+59C2
𨁼	bon	T	𨁼𢫔 bon chen	U+2807C
𢫆	bón	5	𢫆糞 bón phân	[翻] U+22AC6
𡇐	bọn	5	結𡇐 kết bọn · 𡇐𠋥 bọn mày	U+211D0
𦊚	bốn	4	𦊚方 bốn phương · 茹𦊚層 nhà bốn tầng	U+2629A
盆	BỒN	T	盆栽 bồn tài · 盆地 bồn địa ·蘿搽盆 lá chà bồn · 臨盆 lâm bồn · 瀧秋盆 sông Thu Bồn ·盆𤶐 bồn chồn [𠸨]	U+76C6
𤊡	bỏng	4	被𤊡 bị bỏng · 𤊡吳 bỏng ngô	U+242A1
𤊡	phỏng	4		⇔ 𤊡 bỏng
𡞗	bóng	T	僮𡞗 đồng bóng	[異] 俸 U+21797
𣈖	bóng	3	𨅸𣈖 đứng bóng · 𤏬𣈖 sáng bóng · 𣈖𪵅 bóng lộn · 𣈖𣘃 bóng cây · 𣈖𠖾 bóng mát	[異] 䏾 U+23216
葻	bông	T	葻花 bông hoa · 𧜖葻 chăn bông · 𤠰葻 gấu bông	[異] 芃 U+847B
俸	BỔNG	T	糧俸 lương bổng · 學俸 học bổng	U+4FF8
𩗴	bổng	T	𢒎𩗴 bay bổng · 𢩮𩗴 nhấc bổng	U+295F4
唪	bỗng	T	唪𡎺 bỗng chốc · 唪然 bỗng nhiên · 𦰟畑唪𤎕 ngọn đèn bỗng tắt	[異] 俸 U+552A
𢯒	bóp	4	𢯒𭡽 bóp thắng	U+22BD2
渤	bọt	T	渃渤 nước bọt · 䕯渤 bèo bọt ·渤㳥 bọt sóng	U+6E24
𥩾	bốt	T	𥩾擱 bốt gác [摱] · 𥩾警察 bốt cảnh sát [摱]	U+25A7E
勃	BỘT	T	勃麪 bột mì · 勃𦭷青 bột màu xanh · 蓬勃 bồng bột · 勃發 bột phát · 勃起 bột khởi	[翻] U+52C3
抔	bớt	T	減抔 giảm bớt · 添抔 thêm bớt · 咹抔 ăn bớt · 抔稅 bớt thuế	U+6294
䈻	bu	T	丐䈻抵𡳝𪃿 cái bu để rốt gà	U+423B
咘	bú	T	咘𣼺 bú mớm	[翻] U+5498
耚	bừa	4	𦓿耚 cày bừa · 耚𡓁 bừa bãi	U+801A
𩛷	bữa	T	𩛷咹 bữa ăn · 𩛷席 bữa tiệc	U+296F7
逼	BỨC	3	逼供 bức cung · 逼迫 bức bách	U+903C
幅	BỨC	T	幅幀 bức tranh · 幅墻 bức tường	U+5E45
煏	bức	T	𤎏煏 nóng bức	U+714F
輻	BỨC	T	輻射 bức xạ	U+8F3B
愊	bực	3	𢞂愊 buồn bực · 愊𨂔 bực dọc [𠸨]	U+610A
裴	BÙI	4	𣱆裴 họ Bùi	U+88F4
裴	bùi	4	裴𦖻 bùi tai	
𡏧	bụi	T	𡏧𠁀 bụi đời · 𡏧𠹰 bụi bặm [𠸨]	U+213E7
𦹷	bụi	T	𦹷葚 bụi rậm · 𣘃𦹷 cây bụi	[翻] U+26E77
䮇	buýt	T	車䮇 xe buýt [摱]	U+4B87
湓	bùn	T	𡐙湓 đất bùn · 湓浰 bùn lầy	[翻] U+6E53
熢	bùng	T	熢砮 bùng nổ · 熢發 bùng phát	U+71A2
䏾	bụng	5	䏾胣 bụng dạ · 𩟡䏾 đói bụng	U+43FE
𭇛	bưng	T	𭇛蔽 bưng bít	[異] 𢬄 U+2D1DB
𤇊	bừng	T	𧹻𤇊 đỏ bừng · 熷𤇊 tưng bừng	U+241CA
𫃚	buộc	3	抪𫃚 bó buộc · 繓𫃚 trói buộc ·扒𫃚 bắt buộc	[異] 纀 𦂿 𥾾 U+2B0DA
𨀈	bước	3	𨀈𠫾 bước đi · 𨀈𬧐 bước tới ·拮𨀈 cất bước	U+28008
𣇜	buổi	4	𣇜𣋁 buổi tối · 𣇜𤏬 buổi sáng	U+231DC
帆	buồm	T	𦑃帆 cánh buồm	U+5E06
𧊉	bướm	T	𧊉𧊉 bươm bướm · 𧊉𣎀 bướm đêm · 𢒎𧊉 bay bướm	U+27289
𧊉	bươm	T	𧊉𧊉 bươm bướm [𠸨]	⇔ 𧊉 bướm
販	buôn	5	販𬥓 buôn bán · 販轉 buôn chuyến	[異] 奔 U+8CA9
𢞂	buồn	2	𢞂𱟓 buồn rầu · 信𢞂 tin buồn · 𢞂𥄬 buồn ngủ	U+22782
捹	buông	T	捹挵 buông lỏng · 捹赦 buông tha · 捹㗰 buông tuồng · 捹𣵶 buông xuôi	U+6379
椖	buồng	T	椖浸 buồng tắm · 椖梩 buồng lái · 椖絁 buồng the · 椖絩 buồng thêu · 椖𱑛 buồng trứng · 椖荎 buồng chuối	[異] 蓬 𢩣 𱟧 U+6916
嗙	bướng	T	嗙秉 bướng bỉnh [𠸨]	U+55D9
嗙	phèng	T	嗙嗙 phèng phèng [𠸨]	
𫄂	buột	T	𫄂𠰘 buột miệng · 𫄂𢬣 buột tay	U+2B102
芣	búp	5	茶芣 chè búp · 芣笀 búp măng	[翻] U+82A3
芣	bụp	5	㡴芣 lụp bụp	[翻]
筆	BÚT	4	筆啤 bút bi · 筆𣛠 bút máy · 筆鈘 bút chì · 隨筆 tuỳ bút	[翻] U+7B46
侼	bụt	T	翁侼 ông Bụt · 𩂐侼 dâm bụt	U+4FBC
郵	BƯU	T	郵件 bưu kiện · 郵帖 bưu thiếp · 郵影 bưu ảnh · 郵電 bưu điện	U+90F5
迦	CA	4	德釋迦 Đức Thích Ca	U+8FE6
迦	ga	4	𦎡迦逋 Xinh-ga-po(bo) [摱]	[翻]
哥	CA	T	大哥 đại ca	U+54E5
哥	KHA	T	楊三哥 Dương Tam Kha · 蒙哥 Mông Kha	
喀	ca	T	叫喀 kêu ca · 交喀 giao ca [摱] · 喀𠝺 ca mổ [摱] · 喀病 ca bệnh [摱]	[翻] U+5580
歌	CA	3	歌士 ca sĩ · 山歌 sơn ca · 歌𠿿 ca ngợi · 歌頌 ca tụng · 凱歌 khải ca · 唱歌 xướng ca	U+6B4C
歌	cà	3	歌毛 Cà Mau	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này.
𪥘󠄁	cả	2	悉𪥘󠄁 tất cả · 𪥘󠄁茹 cả nhà · 仉𪥘󠄁 kẻ cả	[異] 奇 U+2A958 U+E0101
亇	cá	T	亇度 cá độ · 亇挶 cá cược · 亇 𥅘 cá nháy	U+4E87
個	CÁ	4	個別 cá biệt · 個人 cá nhân ·個性 cá tính	U+500B
𩵜	cá	4	𡥵𩵜 con cá · 𩵜馭 cá ngựa · 𩵜 𩸄 cá quả	U+29D5C
茄	cà	T	茄𦻳 cà tím · 茄䣷 cà chua · 茄 𡳝 cà-rốt [摱]	U+8304
㧝	cà	T	㧝椒 cà tiêu · 𤛠㧝𨉞𠓨𣘃 trâu cà lưng vào cây	U+39DD
袈	CÀ	T	袈裟 cà sa	U+8888
各	CÁC	1	各伴 các bạn · 各位 các vị	U+5404
閣	CÁC	T	內閣 nội các · 閨閣 khuê các	[翻] U+95A3
閣	gác	T	閣𠻴 gác lửng	
革	CÁCH	2	革命 cách mạng · 革職 cách chức	U+9769
格	CÁCH	1	格式 cách thức · 特格 đặc cách · 性格 tính cách · 規格 quy cách · 攊格 lách cách [聲]	U+683C
隔	CÁCH	3	隔賒 cách xa · 隔低 cách đây ·隔音 cách âm · 隔別 cách biệt · 隔離 cách li · 隔阻 cách trở	U+9694
骼	CÁCH	T	骨骼 cốt cách	U+9ABC
改	CẢI	2	改善 cải thiện · 改良 cải lương · 改正 cải chính · 改𡏢 cải mả	U+6539
丐	cái	2	丐尼 cái này · 丐茹 cái nhà ·丐𢃱 cái mũ	U+4E10
蓋	CÁI	T	蓋世 cái thế	U+84CB
𡣨	cái	T	𡨸𡣨 chữ cái · 𤙭𡣨 bò cái · 蕊 𡣨 nhị cái	[異] 𡛔 U+218E8
𠳚	cãi	5	爭𠳚 tranh cãi · 𠴞𠳚 bàn cãi	U+20CDA
𨐮	cay	T	𨐮䔲 cay đắng · 𨐮勾 cay cú	U+2842E
𦓿	cày	T	捁𦓿 kéo cày · 𫁵𦓿 điếu cày	U+264FF
𦓿	cầy	T		⇔ 𦓿 cày
𣘃	cây	2	𣘃樻 cây cối · 𣘃樋 cây thông	U+23603
𥝽	cấy	T	𥝽穭 cấy lúa	[翻] U+2577D
甘	CAM	5	甘願 cam nguyện · 甘結 cam kết · 不甘 bất cam · 甘𠹾 cam chịu · 甘露 cam lộ	[翻] U+7518
柑	CAM	T	䏧柑 da cam · 柑桔 cam quýt ·柑𡊳 cam sành · 𦭷柑 màu cam	U+67D1
疳	CAM	T	病疳 bệnh cam · 疳㾹 cam sài	U+75B3
感	CẢM	1	感恩 cảm ơn · 感想 cảm tưởng · 感動 cảm động	U+611F
感	cám	1	感景 cám cảnh · 感誘 cám dỗ ·感恩 cám ơn	
𥽇	cám	T	𥺑𥽇 tấm cám	U+25F47
橄	cạm	T	橄擺 cạm bẫy	U+6A44
㤌	căm	4	㤌㘋 căm hờn · 㤌𢚷 căm giận	U+390C
㩒	cắm	T	㩒寨 cắm trại · 塢㩒 ổ cắm	U+3A52
扲	cặm	T	扲𢷴 cặm cụi · 扲𪲍 cặm nêu	U+6272
噤	câm	T	噤𠰘 câm miệng · 劇噤 kịch câm · 噤𦖡 câm điếc	U+5664
唫	cẩm	T	𡀫唫 lẩm cẩm · 𫣅唫 ngài cẩm [摱]	U+552B
錦	CẨM	4	錦繡 cẩm tú	[翻] U+9326
錦	gấm	4	錦𦄾 gấm vóc	
禁	CẤM	4	禁斷 cấm đoán · 禁忌 cấm kị ·嚴禁 nghiêm cấm · 禁止 cấm chỉ · 禁地 cấm địa · 禁口 cấm khẩu	U+7981
芩	CẦM	T	黃芩 hoàng cầm	U+82A9
琴	CẦM	T	洋琴 dương cầm · 古琴 cổ cầm	U+7434
禽	CẦM	5	禽獸 cầm thú · 家禽 gia cầm	U+79BD
擒	CẦM	3	擒權 cầm quyền · 監擒 giam cầm · 擒𢬣 cầm tay · 擒囚 cầm tù	U+64D2
干	CAN	5	干犯 can phạm · 干係 can hệ ·干戈 can qua · 干拫 can ngăn ·天干 Thiên Can · 干打僥 can đánh nhau	[翻] U+5E72
杆	CAN	T	欄杆 lan can · 紙杆 giấy can [摱]	U+6746
肝	CAN	4	心肝 tâm can · 肝腸 can trường · 肝膽 can đảm	U+809D
肝	gan	4	𫰅肝𡘯𦟽 to gan lớn mật	
捍	cản	3	捍阻 cản trở	U+634D
桿	cán	T	桿斤 cán cân · 桿刀 cán dao	U+687F
擀	CÁN	T	擀𨨧 cán thép · 擀麪𥾘 cán mì sợi · 被車擀 bị xe cán	U+64C0
㨴	càn	T	𫜵㨴 làm càn · 㨴𢭯 càn quét	U+3A34
𣴓	cạn	5	噥𣴓 nông cạn · 北𣴓 Bắc Kạn (Cạn)	U+23D13
根	CĂN	2	根源 căn nguyên · 根病 căn bệnh · 根房 căn phòng · 根腳 căn cước · 根𢱨 căn vặn · 根吲 căn dặn	U+6839
哏	cắn	T	哏𪘵 cắn răng · 㹥哏 chó cắn	U+54CF
𣝀	cằn	T	𣝀𦓊 cằn cỗi · 𣝀㧢 cằn nhằn [𠸨]	U+23740
巾	CÂN	T	巾帶 cân đai	U+5DFE
巾	khăn	T	巾襖 khăn áo · 巾𢬣 khăn tay ·巾㨂 khăn đóng	
斤	CÂN	3	淬斤 sút cân · 𬨠斤 lên cân · 桿斤 cán cân · 斤𢩮 cân nhắc ·斤對 cân đối · 三角斤 tam giác cân	U+65A4
筋	CÂN	T	筋肉 cân nhục	U+7B4B
筋	gân	T	筋骨 gân cốt · 筋槶 gân guốc [𠸨]	
謹	CẨN	4	信謹 tin cẩn · 謹慎 cẩn thận ·不謹 bất cẩn · 謹密 cẩn mật	[翻] U+8B39
芹	CẦN	T	蔞芹 rau cần · 芹苴 Cần Thơ ·芹沙 cần sa [摱]	U+82B9
竿	cần	T	竿鉤 cần câu · 竿𫽚 cần cẩu	U+7AFF
勤	CẦN	T	殷勤 ân cần · 勤儉 cần kiệm ·後勤 hậu cần · 勤劬 cần cù	U+52E4
懃	cần	T	不懃 bất cần · 懃急 cần kíp ·懃切 cần thiết	[異] 勤 U+61C3
近	CẬN	4	接近 tiếp cận · 附近 phụ cận ·親近 thân cận · 近代 cận đại ·近視 cận thị	U+8FD1
近	gần	4	近𨗥 gần gũi [𠸨] · 近如 gần như · 近低 gần đây	[翻] [異] 𧵆
近	gận	4	近近 gần gận [𠸨]	⇔ 近 gần [翻]
港	CẢNG	4	海港 hải cảng · 𤅶港 bến cảng · 港軍事 cảng quân sự	U+6E2F
𪨈	càng	1	𪨈欣 càng hơn · 𪨈佟𪨈𢝙 càng đông càng vui · 薑𪨈𫅷𪨈𨐮 gừng càng già càng cay	[異] 強 彊 U+2AA08
𫋙	càng	T	𫋙𧍆 càng cua · 蜆𫋙 kiến càng · 𫋙車𤙭 càng xe bò · 𫋙炮 càng pháo · 𢬣𫋙𧵑鉗共力 tay càng của kìm cộng lực	U+2B2D9
矜	CĂNG	T	驕矜 kiêu căng	[翻] U+77DC
矜	găng	T	𠄩邊矜 hai bên găng · 情形抔矜 tình hình bớt găng · 矜𢬣 găng tay [摱]	
更	CANH	5	更𣌉 canh khuya · 擒更 cầm canh · 更新 canh tân · 更博 canh bạc · 更𨷯 canh cửa · 更庫 canh kho	U+66F4
更	CÁNH	5	自力更生 tự lực cánh sinh	
耕	CANH	T	耕作 canh tác · 深耕 thâm canh	U+8015
羹	CANH	T	羹䣷 canh chua · 𩚵羹 cơm canh · 餅羹 bánh canh · 羹𫇿 canh thuốc · 羹蜜 canh mật	U+7FB9
景	CẢNH	2	風景 phong cảnh · 景觀 cảnh quan · 背景 bối cảnh · 配景 phối cảnh	U+666F
景	kiểng	2		⇔ 景 cảnh
境	CẢNH	T	環境 hoàn cảnh · 入境 nhập cảnh · 境遇 cảnh ngộ	U+5883
境	kiểng	T		⇔ 境 cảnh
警	CẢNH	3	警察 cảnh sát · 警報 cảnh báo · 警醒 cảnh tỉnh · 警官 cảnh quan	U+8B66
警	kiểng	3		⇔ 警 cảnh
耿	cánh	T	耿耿 canh cánh	U+803F
耿	canh	T	耿耿 canh cánh [𠸨]	⇔ 耿 cánh
梗	CÁNH	3	桔梗 cát cánh	U+6897
梗	ngành	3	𦰟梗 ngọn ngành · 梗工業 ngành công nghiệp · 共梗 cùng ngành	
梗	nhành	3		⇔ 梗 ngành
竟	CÁNH	T	究竟 cứu cánh	U+7ADF
𦑃	cánh	4	拮𦑃 cất cánh · 𦑃𢬣 cánh tay · 𦑃垌 cánh đồng · 花梅固𠄼𦑃 hoa mai có năm cánh	U+26443
莄	cành	T	莄𣘃 cành cây · 莄幡 cành phan · 莄蘔 cành nhánh	[異] 梗 U+8384
𧣲	cạnh	T	邊𧣲 bên cạnh · 𧣲𥉯 cạnh khoé · 㓶𧣲 khía cạnh	U+278F2
𧣲	CẠNH	T	競爭 cạnh tranh	U+7AF6
競	ganh	5	競𨅮 ganh đua · 競比 ganh tị	
高	CAO	1	高𡘯 cao lớn · 高度 cao độ · 歲高 tuổi cao · 𣘃高粱 cây cao lương	[翻] U+9AD8
膏	CAO	T	膏虎骨 cao hổ cốt · 膏粱美味 cao lương mĩ vị · 膏蒭 cao-su [摱]	U+818F
告	CÁO	1	告別 cáo biệt · 廣告 quảng cáo · 抗告 kháng cáo · 被告 bị cáo · 告辭 cáo từ · 告官 cáo quan	U+544A
𤞺	cáo	T	𤞺𫅷 cáo già · 𡥵𤞺 con cáo	U+247BA
誥	CÁO	T	平吳大誥 Bình Ngô đại cáo	U+8AA5
搞	cào	T	蒲搞 bồ cào	U+641E
哈	cáp	T	哈光 cáp quang [摱] · 𩛃哈 quà cáp [𠸨]	U+54C8
哈	ngáp	T	哈𨱽 ngáp dài	[翻]
𢲩	cắp	4	咹𢲩 ăn cắp · 仉𢲩 kẻ cắp	[異] 𠎨 U+22CA9
笈	cặp	T	笈𥰇 cặp kè [𠸨] · 笈對 cặp đôi	[翻] U+7B08
笈	kíp	T	秘笈 bí kíp	
靸	cặp	T	靸䏧 cặp da · 靸𠫾學 cặp đi học	U+9778
急	CẤP	3	急迫 cấp bách · 危急 nguy cấp	U+6025
急	gấp	3	急𢰽 gấp gáp [𠸨] · 急捽 gấp rút	
急	kíp	3	懃急 cần kíp	
級	CẤP	2	上級 thượng cấp · 中級 trung cấp · 超級 siêu cấp	[翻] U+7D1A
給	CẤP	3	供給 cung cấp	U+7D66
及	CẬP	3	追及 truy cập · 不及 bất cập ·提及 đề cập · 及笄 cập kê	U+53CA
及	kịp	3	及時 kịp thời · 𦤾及 đến kịp ·蹺及 theo kịp	[翻]
及	vập	3	橅及 vồ vập [𠸨]	
忣	cập	T	𤇥忣 lập cập · 忣𢙼 cập kễnh ·憞忣忣 run cầm cập [𠸨]	U+5FE3
忣	cầm	T	忣忣 cầm cập [𠸨]	⇔ 忣 cập
吉	CÁT	T	吉祥 cát tường	[翻] U+5409
𡋥	cát	T	雹𡋥 bão cát · 𡓁𡋥 bãi cát	U+212E5
葛	CÁT	T	葛藤 cát đằng · 𣱆諸葛 họ Gia Cát	U+845B
割	CÁT	3	割據 cát cứ	U+5272
割	cắt	3	割𦹯 cắt cỏ · 割義 cắt nghĩa	
詰	CẬT	T	詰問 cật vấn	U+8A70
詰	gạt	T	𬐸詰 lừa gạt · 量詰 lường gạt	[翻]
槹	cau	T	𣘃槹 cây cau · 𦺓槹 trầu cau	U+69F9
勾	CÂU	T	勾結 câu kết	U+52FE
勾	cú	T	膠勾 keo cú · 𨐮勾 cay cú · 勾癒 cú rũ	
句	CÂU	2	句𠳨 câu hỏi · 句詩 câu thơ ·句文 câu văn	U+53E5
句	CÚ	2	句句 câu cú · 句格 cú cách · 句法 cú pháp · 𠬠句電話 một cú điện thoại	
拘	CÂU	T	拘泥 câu nệ · 拘束 câu thúc	U+62D8
拘	CÂU	T	俱樂部 câu lạc bộ	U+4FF1
俱	CỤ	3	俱備 cụ bị · 俱全 cụ toàn	
俱	cu	3	坡梨俱 Bờ-lây-cu (Pleiku)	𡨸尼得讀如格發音尼只𥪝名詞𥢆尼。 Chữ này được đọc như cách phát âm này chỉ trong danh từ riêng này.
俱	cụ	3	俱翁 cụ ông · 俱嫩 cụ non · 師俱 sư cụ	
鉤	CÂU	T	鉤𩵜 câu cá · 𦧜鉤 lưỡi câu	U+9264
鳩	câu	T	𪁭鳩 bồ câu · 翁鳩 ông câu	U+9CE9
苟	CẨU	T	苟且 cẩu thả	U+82DF
㧨	cấu	T	搞㧨 cào cấu · 㧨㧼 cấu véo ·㧨扯 cấu xé	U+39E8
媾	CẤU	T	交媾 giao cấu	U+5ABE
構	CẤU	4	機構 cơ cấu · 構造 cấu tạo · 虛構 hư cấu · 構成 cấu thành ·構結 cấu kết · 構思 cấu tứ	U+69CB
求	CẦU	2	要求 yêu cầu · 求奇 cầu kì · 求救 cầu cứu · 請求 thỉnh cầu	U+6C42
球	CẦU	2	形球 hình cầu · 球𣯡 cầu lông · 跢球 đá cầu · 半球 bán cầu	U+7403
球	giu	2	阮福永球 Nguyễn Phúc Vĩnh Giu	
舅	cậu	3	舅𫲎 cậu mợ · 舅𪥘󠄁 cậu cả	U+8205
𢮩	co	T	𢮩肌 co cơ	U+22BA9
𦹯	cỏ	3	𡓁𦹯 bãi cỏ · 𦹯𦱊 cỏ tranh	[異] 𦹵 U+26E6F
瞿	cò	T	瞿銃 cò súng · 瞿鋸 cò cưa · 瞿 𥰇 cò kè [𠸨] · 翁瞿 ông cò [摱] · 瞿眉𦀺 cò-mi-xe [摱]	U+77BF
𪂲	cò	T	𡥵𪂲 con cò · 𪂲𩝇 cò mồi · 爐 𪂲 lò cò [𠸨] · 濁渃脿𪂲 đục nước béo cò	U+2A0B2
孤	CÔ	T	孤獨 cô độc · 孤兒 cô nhi · 孤單 cô đơn · 孤立 cô lập · 孤魂 cô hồn · 摩孤 ma-cô [摱]	U+5B64
姑	CÔ	2	姑教 cô giáo · 姑娘 cô nương ·尼姑 ni cô	U+59D1
菇	CÔ	T	冬菇 đông cô	U+83C7
辜	CÔ	T	報辜 báo cô	U+8F9C
古	CỔ	3	𣘊古 đồ cổ · 古傳 cổ truyền ·城古 thành cổ · 古敬 cổ kính ·埃及古 Ai Cập cổ	[翻] U+53E4
古	gổ	3	𨠳古 gây gổ [𠸨]	
股	CỔ	5	股份 cổ phần · 股東 cổ đông	U+80A1
𦙶	cổ	4	㹯高𦙶 hươu cao cổ · 𦙶𢬣 cổ tay · 𦙶襖 cổ áo	[異] 股 U+26676
鼓	CỔ	4	鼓動 cổ động · 鼓舞 cổ vũ · 鼓吹 cổ xuý	U+9F13
固	CỐ	1	加固 gia cố · 固定 cố định · 頑固 ngoan cố · 鞏固 củng cố ·固守 cố thủ · 固執 cố chấp	U+56FA
固	có	1	固体 có thể · 固𫯳 có chồng ·固錢 có tiền · 固欺 có khi · 固歲 có tuổi · 皐固 cau có	
故	CỐ	2	事故 sự cố · 故鄉 cố hương ·俱故 cụ cố · 故總秘書 cố Tổng Bí thư	U+6545
故	cớ	2	故事 cớ sự · 摱故 mượn cớ · 原故 nguyên cớ · 緣故 duyên cớ	
雇	CỐ	T	雇主 cố chủ · 雇農 cố nông ·擒雇 cầm cố	U+96C7
痼	CỐ	T	痼疾 cố tật	U+75FC
錮	CỐ	T	禁錮 cấm cố	U+932E
顧	CỐ	3	照顧 chiếu cố	U+9867
飢	CƠ	T	飢極 cơ cực · 飢寒 cơ hàn	U+98E2
姬	CƠ	T	嫗姬 Âu Cơ	U+59EC
基	CƠ	3	基礎 cơ sở · 基業 cơ nghiệp ·基數 cơ số · 基督 Cơ Đốc	[翻] U+57FA
幾	CƠ	T	幾乎 cơ hồ · 幾萬 cơ man	U+5E7E
機	CƠ	1	時機 thời cơ · 飛機 phi cơ · 機關 cơ quan · 投機 đầu cơ · 專機 chuyên cơ · 無機 vô cơ	U+6A5F
𢤫（𢤫󠄁）	cỡ	T	縸𢤫 mắc cỡ	U+2292B (U+2292B U+E0101)
櫸（櫸󠄁）	cỡ	T	戟櫸 kích cỡ · 尋櫸 tầm cỡ	U+6AF8 (U+6AF8 U+E0101)
唂	cóc	T	扒唂 bắt cóc · 唂𫜵得 cóc làm được · 𠯿唂 lóc cóc [聲]	U+5502
谷	CỐC	T	山谷 sơn cốc · 深山窮谷 thâm sơn cùng cốc · 椂谷 lốc cốc	[翻] U+8C37
穀	CỐC	T	嗛穀 kem cốc · 辟穀 tịch cốc ·炭穀 than cốc	U+7A40
䁛	coi	3	䁛冊 coi sách · 䁛茹 coi nhà	[異] 𥋳 U+405B
𩲡	còi	T	𠀲𡮣𩲡 đứa bé còi · 𩲡梮 còi cọc · 𩲡𩩫 còi xương	U+29CA1
