# 常用标准汉喃字表（2024年版）表2
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# http://www.hannom-rcv.org/NS/bchnctd%20300623.pdf
# 表2共3174字（表1分6级共3975字，两表合计7149字）
#
# 𡨸漢喃	音讀	譬喻	𥱬註

𡨸漢喃	音讀	譬喻	𥱬註
𠰉	nhèo	𠰉𠰉 nhèo nhẹo [𠸨]	⇔ 𠰉 nhẹo
囁	nhép	𥼕囁 lép nhép	[翻] U+56C1
囁	nhem	囁囁 nhem nhép [𠸨]	⇔ 囁 nhép
叺	nhẹp	捷叺 tẹp nhẹp · 碮叺 đè nhẹp	U+53FA
叺	nhóp	叺囁 nhóp nhép [𠸨]	
𪷴	nhẹt	𠻼𪷴 nhậu nhẹt [𠸨]	[翻] U+2ADF4
𡃺	nhệu	𡃺𠿱 nhệu nhạo [𠸨]	U+210FA
膩	NHỊ	細膩 tế nhị	U+81A9
𠲔	nhiếc	𠻵𠲔 mắng nhiếc	U+20C94
𦫸	nhìn	蒲𦫸 bù nhìn	U+26AF8
𦫸	dìn		⇔ 𦫸 nhìn
𠽒	nhỉnh	𠽒欣 nhỉnh hơn · 𠽒𠽒 nhinh nhỉnh [𠸨]	U+20F52
𠽒	nhinh		⇔ 𠽒 nhỉnh
𱎰	nhít	𡊻𱎰 lít nhít [𠸨]	[翻] U+313B0
皺	nhíu	皺𣮮 nhíu mày	[翻] U+76BA
皺	nhịu	𰮐皺 nhụng nhịu [𠸨]	[翻]
檽	nho	𣘃檽 cây nho	U+6ABD
𢘾	nhờ	𢘾𡲤 nhờ vả · 𤍶𢘾 nhoè nhờ	U+2263E
𠾒	nhỡ	𠾒𠾒 nhờ nhỡ [𠸨]	U+20F92
𠾒	nhờ	𠾒𠾒 nhờ nhỡ [𠸨]	⇔ 𠾒 nhỡ
𱒥	nhợ	𱒥𱒥 nhờ nhợ [𠸨]	U+314A5
𱒥	nhờ		⇔ 𱒥 nhợ
𦀌	nhợ	絏𦀌 dây nhợ	U+2600C
哸	nhoá	吶哸 nhuế nhoá [𠸨]	U+54F8
𬿕	nhoai	類𬿕 loai nhoai [𠸨]	U+2CFD5
𬿕	nhoài	𤻻𬿕 mệt nhoài · 捕𬿕 bổ nhoài	
迩	nhoáy	迩迩 nhoay nhoáy [𠸨]	U+8FE9
迩	nhoay	迩迩 nhoay nhoáy [𠸨]	⇔ 迩 nhoáy
晄	nhoáng	豪晄 hào nhoáng	U+6644
晄	nhoang	晄晄 nhoang nhoáng [𠸨]	⇔ 晄 nhoáng
𣋆	nhoạng	入𣋆 nhập nhoạng	U+232C6
傉	nhóc	傉𡥵 nhóc con · 僶傉 thằng nhóc · 𠲔傉 nhiếc nhóc	[翻] U+5089
傉	nhoé	嚅嚅 nhoe nhoé [𠸨]	U+5685
嚅	nhoe	嚅嚅 nhoe nhoé [𠸨]	⇔ 嚅 nhoé
嘫	nhoẻn	嘫唭 nhoẻn cười	U+562B
嘫	nhoen	嘫嘫 nhoen nhoẻn [𠸨]	⇔ 嘫 nhoẻn
𥹽	nhoét	𤃤𥹽 nhão nhoét [𠸨]	U+25E7D
𥹽	nhoẹt		⇔ 𥹽 nhoét
焳	nhói	𤴬焳 đau nhói	U+7133
焳	nhoi	焳焳 nhoi nhói [𠸨]	⇔ 焳 nhói
𤻫	nhối	𤴵𤻫 nhức nhối [𠸨]	U+24EEB
𧐻	nhồi	𧎜𧐻 ốc nhồi	U+2743B
𤷳	nhom	瘖𤷳 ốm nhom	U+24DF3
𠽦	nhỏm	𠯅𠽦 nhắc nhỏm [𠸨]	U+20F66
鈓	nhôm	鈉鈓 nồi nhôm [摱]	U+9213
䠨	nhổm	扖䠨 nhấp nhổm	U+4828
𣷰	nhơm	𣷰𢬨 nhơm nhở [𠸨]	U+23DF0
偄	nhỏn	偄偄 nhon nhỏn [𠸨]	U+5044
偄	nhon	偄偄 nhon nhỏn [𠸨]	⇔ 偄 nhỏn
𨅄	nhón	𨅄𨃴 nhón gót · 𨅄蹎 nhón chân	U+28144
𫣑	nhổn	侖𫣑 lổn nhổn [𠸨]	U+2B8D1
𥇈	nhốn	𪵅𥇈 lốn nhốn · 𥇈𬇣 nhốn nháo	U+251C8
𢚴	nhơn	𢚴𢚴 nhơn nhơn	U+226B4
𣼹	nhởn	𣼹洳 nhởn nhơ [𠸨]	U+23F39
𢙫	nhớn	𢙫㦡 nhớn nhác	U+2266B
𢙫	dớn		⇔ 𢙫 nhớn
𦠥	nhờn	脿𦠥 béo nhờn · 𢬣𦠥 tay nhờn · 輕𦠥 khinh nhờn · 𦠥𫇿 nhờn thuốc	U+26825
銊	nhong	儱銊 long nhong [𠸨]	U+928A
𬫍	nhong	𬫍𬫍 nhong nhong [𠸨]	U+2CACD
𢟞	nhóng	𢟞𢟞 nhong nhóng [𠸨]	U+227DE
𢟞	nhong	𢟞𢟞 nhong nhóng [𠸨]	⇔ 𢟞 nhóng
𧻪	nhông	𧻪𧻪 nhông nhông [𠸨]	U+27EEA
蛹	nhộng	蛹蠶 nhộng tằm	[翻] U+86F9
蛹	dộng		⇔ 蛹 nhộng
𣱿	nhớp	𣱿𡊠 nhớp nháp	U+23C7F
𣱿	nhơm	𣱿𣱿 nhơm nhớp [𠸨]	⇔ 𣱿 nhớp
𣑵	nhót	𣘃𣑵 cây nhót · 果𣑵 quả nhót	U+23475
𤷿	nhọt	癰𤷿 ung nhọt · 𤺯𤷿 mụn nhọt	U+24DFF
噎	nhốt	噎噎 nhôn nhốt [𠸨]	U+564E
噎	rốt	噎噎 rôn rốt [𠸨]	
噎	nhôn	噎噎 nhôn nhốt [𠸨]	⇔ 噎 nhốt
噎	rôn	噎噎 rôn rốt [𠸨]	⇔ 噎 rốt
𦝬	nhột	𦝬溂 nhột nhạt [𠸨]	U+2676C
𣼸	nhớt	𣼸㦉 nhớt nhát [𠸨]	U+23F38
𣼸	nhơn	𣼸𣼸 nhơn nhớt [𠸨]	⇔ 𣼸 nhớt
𣼸	rơn	𣼸𣼸 rơn rớt [𠸨]	⇔ 𣼸 rớt
𣼸	rớt	𣼸𣼸 rơn rớt [𠸨]	⇔ 𣼸 nhớt
需	NHU	需要 nhu yếu · 需求 nhu cầu ·軍需 quân nhu	U+9700
薷	NHU	香薷 hương nhu	U+85B7
葇	nhú	葇𬨠 nhú lên · 𦹰𣘃㐌葇 mầm cây đã nhú	U+8447
葇	nhu	葇葇 nhu nhú [𠸨]	⇔ 葇 nhú
乳	NHŨ	乳母 nhũ mẫu · 石乳 thạch nhũ · 金乳 kim nhũ · 乳漿 nhũ tương	U+4E73
乳	nhõ	𥆾乳 nhìn nhõ [𠸨]	
餌	nhử	𩝇餌 mồi nhử · 餌𩵜 nhử cá	U+990C
𤈟	nhừ	𤈟子 nhừ tử [𠸨]	U+2421F
濡	nhúa	𣱿濡 nhớp nhúa [𠸨]	U+6FE1
濡	nhụa	徍濡 nhầy nhụa	
閏	NHUẬN	𢆥閏 năm nhuận	U+958F
銳	NHUỆ	銳兵 nhuệ binh · 銳氣 nhuệ khí · 英銳 anh nhuệ	U+92B3
𠓩	nhủi	𠓩𠓨 nhủi vào · 𠓩𩵜 nhủi cá	U+204E9
𢪭	nhúm	𢪭徠 nhúm lại · 𠬠𢪭 một nhúm	[翻] U+22AAD
戎	NHUNG	兵戎 binh nhung · 戎𠲕 nhung nhăng [𠸨] · 𢖵戎 nhớ nhung [𠸨]	U+620E
戎	nhỏng	戎牙戎穎 nhỏng nha nhỏng nhảnh [𠸨]	
茸	NHUNG	茸㹯 nhung hươu	[翻] U+8338
𣴛	nhúng	𣴛𢬣 nhúng tay · 𣴛渃 nhúng nước	U+23D1B
𰮐	nhụng	𰮐皺 nhụng nhịu [𠸨]	U+30B90
溽	nhuốc	洳溽 nhơ nhuốc · 濂溽 nhem nhuốc	U+6EBD
溽	luốc		⇔ 溽 nhuốc
攘	NHƯƠNG	擾攘 nhiễu nhương	U+6518
葖	nhút	𩻐葖 mắm nhút	[翻] U+8456
𢝀	nhút	𢝀㦉 nhút nhát	U+22740
𢝀	dút		⇔ 𢝀 nhút
鈤	nhụt	𫜵鈤 làm nhụt · 𨮉鈤 cùn nhụt · 鈤志 nhụt chí	U+9224
𡡅	o	婆𡡅 bà o	U+21845
鵶	ó	囉鵶 la ó	U+9D76
𦶀	ô	秦𦶀 tần ô	U+26D80
癋	ố	𤸫癋 hoen ố · 𡲫被癋 vải bị ố	U+764B
㐵	ơ	悇㐵 thờ ơ · 吶幽㐵 nói u ơ	[翻] U+3435
𰂔	ợ	𰂔䣷 ợ chua · 𰂔唏 ợ hơi	U+30094
喎	oa	哭喎喎 khóc oa oa	[翻] U+558E
哇	oà	哭哇 khóc oà	U+54C7
蒦	oách	矓窒蒦 trông rất oách · 𬡶部尼朱蒦 mặc bộ này cho oách	[翻] U+84A6
矮	OẢI	矮香 oải hương	U+77EE
痿	oải	濊痿 uể oải	U+75FF
噾	oăm	𠶔噾 oái oăm	[翻] U+567E
𥺹	oản	𥺹荎 oản chuối · 𥺹𥸷 oản xôi	U+25EB9
倇	oằn	倇偎 oằn oại [𠸨] · 倇𬺗 oằn xuống · 莄𣘃倇 cành cây oằn	[翻] U+5007
𠻄	oang	𠻄𠻄 oang oang [聲]	[翻] U+20EC4
瑩（莹）	OÁNH	阮春瑩 Nguyễn Xuân Oánh · 高玉瑩 Cao Ngọc Oánh	[翻] U+7469 (U+83B9)
唈	oạp	𥑴唈 ì oạp [聲] · 唈唈 oàm oạp [聲]	[翻] U+5508
唈	oàm	唈唈 oàm oạp [聲]	⇔ 唈 oạp
喐	oắt	𡮣喐 bé oắt	[翻] U+5590
喐	ọt	喐𠮙 ọt ẹt [聲]	
喔	óc	𪃿㕭喔 gà eo óc	[翻] U+5594
𣹙	ọc	𣹙𣹙 ọc ọc [𠸨]	U+23E59
喴	oe	喴喴 oe oe	[翻] U+55B4
唩	ỏe	唩𠽡 ỏe hoẹ [𠸨]	U+5529
唩	ủa	唩？ ủa? [嘆] · 叫唩 kêu ủa [嘆] · 唩𨓐 ủa lạ	
噦	oé	噦噦 oe oé [𠸨]	U+5666
噦	oe	噦噦 oe oé [𠸨]	⇔ 噦 oé
俺	oem		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻] U+4FFA
煨	oi	煨妸 oi ả · 煨煏 oi bức · 煨𤎏 oi nóng	U+7168
𥯜	oi	丐𥯜 cái oi	U+25BDC
𱔎	ỏi	𠃣𱔎 ít ỏi · 𠸄𱔎 inh ỏi	U+3150E
𣾿	ói	𠷀𣾿 nôn ói	U+23FBF
偎	ÔI	倚翠偎紅 ỷ thuý ôi hồng	[翻] U+504E
偎	oại	倇偎 oằn oại [𠸨]	
𦞏	ôi	𬚸𦞏 thịt ôi	U+2678F
猥	ỔI	猥陋 ổi lậu · 鄙猥 bỉ ổi	U+7325
椳	ổi	果椳 quả ổi · 𣘃椳 cây ổi	U+6933
噫	ới	囉㗒噫 la ơi ới · 噫婆𡥵㗒 ới bà con ơi · 固之噫朱別貝 có gì ới cho biết với	U+566B
喑	om	喑嚵 om sòm [𠸨]	[翻] U+5591
喑	ồm	喑𧋾 ồm ộp [聲]	[翻]
喑	um	喑嚵 um sùm [𠸨]	⇔ 喑 om
嚈	ỡm	嚈唹 ỡm ờ	U+5688
𢞴	ớn	𢞴冷 ớn lạnh · 𢞴洌 ớn rét · 𢞴 𪥘󠄁𠊛 ớn cả người	U+227B4
𢞴	ơn	𢞴𢞴 ơn ớn [𠸨]	⇔ 𢞴 ớn
滃	óng	絲滃 tơ óng · 滃映 óng ánh ·囉滃滃 la óng óng	U+6EC3
滃	ông	嗡嗡 ông ổng [聲]	U+55E1
嗡	ổng	嗡嗡 ông ổng [聲]	
慃	ổng		⇔ 翁𧘇 ông ấy U+6143
俋	ọp	俋𠇺 ọp ẹp	[翻] U+4FCB
偮	ốp	偮僥 ốp nhau · 偮役 ốp việc ·抪偮徠 bó ốp lại	U+506E
䱒	ốp	𩵜䱒 cá ốp	U+4C52
𧋾	ộp	𧋾𧋾 ộp ộp [聲] · 喑𧋾 ồm ộp [聲]	U+272FE
顇	ót	𩯀顇𨱽過 tóc ót dài quá	[翻] U+9847
𣎷	ớt	𣎷鐘 ớt chuông	[翻] U+233B7
𫮒	phá	潭𫮒 đầm phá	U+2BB92
𠶊	phà	淝𠶊 phì phà [𠸨]	U+20D8A
卟	phạc	𠱀卟 phờ phạc [𠸨]	U+535F
卟	vốc	𠬠卟 một vốc · 卟𠄩卟𥽌 vốc hai vốc gạo	
噗	phắc	噗噗 phăng phắc [𠸨]	U+5657
噗	phăng	噗噗 phăng phắc [𠸨]	⇔ 噗 phắc
珀	PHÁCH	琥珀 hổ phách · 血珀 huyết phách · 明珀 minh phách	U+73C0
魄	PHÁCH	魂魄 hồn phách	U+9B44
𩗀	phạch	𩗀𩗀 phạch phạch · 帆𢒎𩗀 buồm bay phạch · 橛𩗀𩗀 quạt phành phạch [𠸨]	U+295C0
𩗀	phành	橛𩗀𩗀 quạt phành phạch [𠸨]	⇔ 𩗀 phạch
㗑	phai	溂㗑 nhạt phai · 㗑𥊚 phai mờ · 㗑𦭷 phai màu	U+35D1
㧊	phẩy	派㧊 phe phẩy	U+39CA
幡	PHAN	莄幡 cành phan	U+5E61
坢	phắn	塝坢 phẳng phắn [𠸨]	U+5762
𡃎	phàn	𡃎難 phàn nàn	U+210CE
枌	phần	𣘃枌 cây phần	U+678C
㧍	phang	𪢜㧍 phô phang · 㧍卬 phang ngang	U+39CD
㕫	phăng	吶㕫 nói phăng · 𫜵㕫朱歱 làm phăng cho xong	U+356B
枰	phanh	枰𢬣 phanh tay [摱]	U+67B0
𢴒	phành	𢴒𫥨 phành ra	U+22D12
𣿖	phao	𣿖救生 phao cứu sinh · 𣿖信䚾 phao tin nhảm	U+23FD6
𠵽	phắp	𠵽𠵽 phăm phắp [𠸨]	U+20D7D
𠵽	vếp		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻]
𠵽	phăm	𠵽𠵽 phăm phắp [𠸨]	⇔ 𠵽 phắp
𭡚	phấp	𭡚𢭿 phấp phới · 𭡚倣 phấp phỏng	U+2D85A
怫	phập	怫𤂧 phập phồng · 怫怫 phầm phập [𠸨]	[翻] U+602B
怫	phầm	怫怫 phầm phập [𠸨]	⇔ 怫 phập
罰	PHẠT	懲罰 trừng phạt · 刑罰 hình phạt	U+7F70
𧿳	phắt	𨅸𧿳𧻭 đứng phắt dậy	U+27FF3
𧿳	phăn	𧿳𧿳 phăn phắt [𠸨]	⇔ 𧿳 phắt
𤽵	phau	𤽵𤽵 phau phau · 𤽸𤽵 trắng phau	U+24F75
腓	phè	𣹓腓 đầy phè · 腓𦙀 phè phỡn [𠸨] · 腓腓 phè phè · 𢥇腓 chán phè	U+8153
啡	PHÊ	咖啡 cà phê · 撫啡 phủ phê [摱] · 啡如𡥵犀犀 phê như con tê tê [摱]	[翻] U+5561
肺	PHẾ	肺管 phế quản	U+80BA
肺	phổi	炎肺 viêm phổi	[異] 𦟊
㭀	phệ	㭀泥 phệ nệ [𠸨]	U+3B40
㭀	phề	㭀㭀 phề phệ [𠸨]	⇔ 㭀 phệ
𤾷	phếch	薄𤾷 bạc phếch	[翻] U+24FB7
礬	phèn	𡐙礬 đất phèn · 糖礬 đường phèn · 渃礬 nước phèn · 礬䣷 phèn chua	U+792C
䉒	phên	䉒壁 phên vách · 糖䉒 đường phên	U+4252
咆	phèo	淝咆 phì phèo [𠸨]	[翻] U+5486
珐	phếp		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻] U+73D0
𦠱	phét	𦠱洛 phét lác · 𠄩𠀲𦠱僥 hai đứa phét nhau [俗]	U+26831
㗶	phẹt	㗶㗶 phèn phẹt [𠸨]	[翻] U+35F6
㗶	phết	𫥨㗶 ra phết	[翻]
㗶	phèn	㗶㗶 phèn phẹt [𠸨]	⇔ 㗶 phẹt
蚾	phi	𡥵蚾 con phi	U+86BE
匪	PHỈ	土匪 thổ phỉ	U+532A
悱	phỉ	悱願 phỉ nguyền · 悱志 phỉ chí · 悱飭 phỉ sức	U+60B1
翡	PHỈ	翡翠 phỉ thuý	U+7FE1
誹	PHỈ	誹謗 phỉ báng · 誹𢮫 phỉ nhổ	U+8AB9
肥	PHÌ	肥饒 phì nhiêu · 肥嫩 phì nộn · 發肥 phát phì	U+80A5
𦜀	phị	𦜀𦜀 phì phị [𠸨]	U+26700
𦜀	phì	𦜀𦜀 phì phị [𠸨]	⇔ 𦜀 phị
澼	phích	壓澼 áp-phích [摱] · 澼撜渃 phích đựng nước	[翻] U+6FBC
噼	phịch	噼噼 phình phịch [𠸨]	U+567C
噼	phình	噼噼 phình phịch [𠸨]	⇔ 噼 phịch
𦢟	phịch	服𦢟 phục phịch [𠸨]	U+2689F
泛	PHIẾM	浮泛 phù phiếm · 𡀯泛 chuyện phiếm · 泛指 phiếm chỉ · 泛函 phiếm hàm · 泛遊 phiếm du ·泛定 phiếm định	U+6CDB
泛	phêm		𡨸尼主要得使用抵翻音。䀡附錄。 Chữ này chủ yếu được sử dụng để phiên âm. Xem Phụ lục. [翻]
翻	PHIÊN	翻譯 phiên dịch · 翻版 phiên bản · 翻音 phiên âm · 翻覆 phiên phúc	U+7FFB
飄	PHIÊU	飄搖 phiêu diêu	U+98C4
𠶏	phỉnh	𠶏𠱀 phỉnh phờ [𠸨] · 𠶏佞 phỉnh nịnh	[翻] U+20D8F
𠶏	phĩnh	𠶏𠶏 phình phĩnh [𠸨]	[翻]
𠶏	phình	𠶏𠶏 phình phĩnh [𠸨]	⇔ 𠶏 phĩnh [翻]
𣍪	phính	𰇷𣍪 phúng phính [𠸨]	U+2336A
𣍪	phinh	𣍪𣍪 phinh phính [𠸨]	⇔ 𣍪 phính
胓	phình	脹胓 trương phình · 胓𫥨 phình ra	U+80D3
墂	phiu	塝墂 phẳng phiu [𠸨]	U+5882
慓	phịu	奉慓 phụng phịu	[翻] U+6153
赴	PHÓ	赴會 phó hội	U+8D74
駙	PHÒ	駙馬 phò mã	U+99D9
𪢜	phô	𪢜𠎩 phô bay · 𪢜㧍 phô phang	U+2A89C
披	phơ	拂披 phất phơ	U+62AB
苤	phơ	鉑苤 bạc phơ	U+82E4
𡂄	phở	𡂄𡋿 phở lở · 𠯘𡂄 phớn phở	U+21084
𬖾	phở	𩚵𬖾 cơm phở	U+2C5BE
𠱀	phờ	𠶏𠱀 phỉnh phờ [𠸨] · 𠱀卟 phờ phạc [𠸨]	[翻] U+20C40
𤷵	phờ	巴𤷵 bơ phờ [𠸨]	U+24DF5
䟔	phóc	𬦮䟔 nhảy phóc	[翻] U+47D4
坯	PHÔI	坯𨨧 phôi thép	U+576F
𢭿	phới	𭡚𢭿 phấp phới · 𢭿𢭿 phơi phới [𠸨]	U+22B7F
𢭿	phơi	𢭿𢭿 phơi phới [𠸨]	⇔ 𢭿 phới
𠆩	phom	𠆩𠊛 phom người [摱] · 𠆩𩌂惵 phom giày đẹp [摱]	[翻] U+201A9
𠱍	phớm	𠱍𠶏 phớm phỉnh	U+20C4D
𠯘	phớn	𠯘𡂄 phớn phở	U+20BD8
𦙀	phỡn	腓𦙀 phè phỡn [𠸨]	U+26640
丰	PHONG	丰采 phong thái	U+4E30
峰	PHONG	峰衙 Phong Nha	U+5CF0
葑	PHONG	菲葑 phỉ phong	U+8451
楓	PHONG	𣘃楓 cây phong	U+6953
鋒	PHONG	先鋒 tiên phong · 前鋒 tiền phong · 衝鋒 xung phong	U+92D2
豐（豊）	PHONG	豐富 phong phú · 𦼔豐 rêu phong	U+8C50 (U+8C4A)
堸	phông	堸𡋂 phông nền [摱]	U+5838
仿	phỗng	僶仿 thằng phỗng · 仿𢬣𨑗 phỗng tay trên	U+4EFF
𪾁	phốp	𤽸𪾁 trắng phốp · 𪾁法 phốp pháp [𠸨]	[翻] U+2AF81
𪾁	phôm	𪾁𪾁 phôm phốp [𠸨]	⇔ 𪾁 phốp
咈	phớt	咈過 phớt qua · 𣼷咈 lớt phớt [𠸨] · 咈矑 phớt lờ	U+5488
咈	phơn	咈咈 phơn phớt [𠸨]	⇔ 咈 phớt
甫	PHỦ	臺甫 đài phủ	U+752B
負	PHỤ	負𢚸 phụ lòng · 負責 phụ trách · 自負 tự phụ · 負薄 phụ bạc	U+8CA0
埠	PHỤ	商埠 thương phụ	U+57E0
茯	PHỤC	茯苓 phục linh	U+832F
複	PHỨC	煩複 phiền phức · 複雜 phức tạp · 數複 số phức · 複本 phức bản	U+8907
𢲭	phủi	𢲭𢬣 phủi tay · 𢲭𡏧 phủi bụi	U+22CAD
噴	phun	噴渃 phun nước	U+5674
濆	phún	𣼍濆 lún phún	[翻] U+6FC6
𤂫	phùn	𤂫𩄎 phùn mưa · 𩄎𤂫 mưa phùn	U+240AB
𢱚	phung	𢱚費 phung phí	U+22C5A
𰇷	phúng	𰇷𣍪 phúng phính [𠸨]	U+301F7
𰇷	phung	𰇷𰇷 phung phúng [𠸨]	⇔ 𰇷 phúng
賵	PHÚNG	賵怺 phúng viếng	U+8CF5
諷	PHÚNG	嘲諷 trào phúng	U+8AF7
逢	PHÙNG	重逢 trùng phùng · 相逢 tương phùng	U+9022
馮	PHÙNG	𣱆馮 họ Phùng · 馮克寬 Phùng Khắc Khoan	U+99AE
炐	phừng	炐炐 phừng phừng	[翻] U+7090
炥	phụt	𠺙炥 thổi phụt · 畑炥𤎕 đèn phụt tắt	U+70A5
炥	phọt		⇔ 炥 phụt
𠵩	quã	𫏓𠵩 quày quã [𠸨]	U+20D69
𠵩	quở	𠵩𠻵 quở mắng · 𠵩光 quở quang · 𠵩責 quở trách	
𩿙	quạ	𡥵𩿙 con quạ · 𩿙黰 quạ đen	[異] 𪇍 U+29FD9
嘓	quác	嘓嘓 quác quác [聲] · 叫光嘓 kêu quang quác [聲]	U+5613
嘓	quạc	嘓嘓 quạc quạc [𠸨]	
嘓	quàng	嘓嘓 quàng quạc [𠸨]	⇔ 嘓 quạc
擭	quạc	㨯擭 quệch quạc [𠸨]	U+64ED
擭	ngoác	㨯擭 nguếch ngoác [𠸨]	⇔ 擭 quạc
擭	ngoạc	㨯擭 nguệch ngoạc [𠸨]	⇔ 擭 quạc
矍	QUẮC	矍鑠 quắc thước	U+77CD
郭	QUÁCH	城郭 thành quách · 𣱆郭 họ Quách	U+90ED
郭	quách	炪郭仍傳挑淫 đốt quách những truyện khiêu dâm	
槨	QUÁCH	𥪝棺外槨 trong quan ngoài quách	U+69E8
𬗜	quai	𥶄𬗜絛 nón quai thao	[翻] U+2C5DC
卦	QUÁI	八卦 bát quái	U+5366
拐	quảy	拐捇 quảy xách · 拐挭 quảy gánh	U+62D0
拐	quây	拐拐 quây quẩy [𠸨]	⇔ 拐 quẩy
拐	quẩy		⇔ 拐 quảy
𫏓	quày	𫏓𠵩 quày quã [𠸨]	U+2B3D3
𡇸	quây	𡇸群 quây quần	[翻] U+211F8
柜	quầy	柜冊 quầy sách · 柜報 quầy báo	U+67DC
𠏺	quẫy	𠏺踏 quẫy đạp · 亇𠏺 cá quẫy · 𠏺距 quẫy cựa · 𠏺𬨠𱜢！ Quẫy lên nào!	U+203FA
揆	quậy	距揆 cựa quậy	U+63C6
揆	quẽ	夐揆 quạnh quẽ [𠸨]	
𣰙	quặm	𪖫𣰙 mũi quặm	[翻] U+23C19
𣰙	quằm	𣰙𣰙 quằm quặm [𠸨]	⇔ 𣰙 quặm [翻]
鰥	QUAN	鰥寡 quan quả	U+9C25
𩮔	quăn	𩯀𩮔 tóc quăn · 𩮔𨙍 quăn queo [𠸨]	U+29B94
𦄻	quắn	𤴬𦄻 đau quắn	U+2613B
㴫	quặn	丐㴫 cái quặn	U+3D2B
𤹓	quặn	𤴬𤹓 đau quặn · 𤹓𤴬𥪝𢚸 quặn đau trong lòng	U+24E53
𤹓	quằn	𤹓𤹓 quằn quặn [𠸨]	⇔ 𤹓 quặn
群	QUẦN	群衆 quần chúng · 群體 quần thể · 群島 quần đảo · 合群 hợp quần · 𡇸群 quây quần ·群聚 quần tụ	U+7FA4
窘	QUẪN	窘迫 quẫn bách · 窮窘 cùng quẫn · 困窘 khốn quẫn	U+7A98
癀	quảng	漊癀 sâu quảng	U+7640
挄	quạng	捰挄 quờ quạng [𠸨]	U+6304
挄	quăng	挄揇 quăng ném · 挄䋥 quăng lưới · 浪挄 loăng quăng [𠸨]	
𧈽	quăng	𧌂𧈽 bọ quăng	U+2723D
𪠢	quẳng	𪠢𠫾 quẳng đi · 𪠢𫥨外𨷯 quẳng ra ngoài cửa	U+2A822
礦	quặng	礦鉄 quặng sắt · 丐礦 cái quặng · 礦派挒 quặng phe-rít	U+7926
𡃅	quánh	𡃅𡃅 quanh quánh [𠸨]	U+210C5
𡃅	quanh	𡃅𡃅 quanh quánh [𠸨]	⇔ 𡃅 quánh
𣔲	quạnh	㳜𣔲 hiu quạnh · 孤𣔲 cô quạnh	U+23532
夐	quạnh	夐揆 quạnh quẽ [𠸨]	U+5910
𫽿	quào	𫽿㧨 quào cấu	[翻] U+2BF7F
𣌵	quắp	𣌵𥙩 quắp lấy · 𢮩𣌵 co quắp	[翻] U+23335
彶	quặp	𩯁彶 râu quặp · 彶𠓨 quặp vào · 蹎𢬣彶𥙩莄𣘃 chân tay quặp lấy cành cây	U+5F76
橛	quạt	丐橛 cái quạt · 橛電 quạt điện · 𣛠橛𩙍 máy quạt gió	[異] 撅 𢅅 𦑗 U+6A5B
𢯔	quắt	𢯔𨙍 quắt queo [𠸨] · 𢯔徠 quắt lại · 𤉗𢯔 héo quắt · 𩈘𢯔 mặt quắt	U+22BD4
䠇	quặt	䠇𢳙 quặt quẹo · 𢯏䠇 bẻ quặt	U+4807
繘	quất	繘檑 quất roi · 𨒺繘 quanh quất [𠸨]	U+7E58
槻	que	槻檜 que củi · 搝蘿𠀧槻 xỏ lá ba que	U+69FB
𩱻	quẻ	𩱻𧴤 quẻ bói · 𠭤𩱻 giở quẻ	U+29C7B
㹟	qué	𪃿㹟 gà qué	U+3E5F
𨆠	què	𨆠蹎 què chân · 𨆠䠇 què quặt · 𨆠𡭕 què cụt	U+281A0
㨯	quệch	㨯擭 quệch quạc [𠸨]	U+3A2F
㨯	ngoạch	㨯擭 ngoạch ngoạc [𠸨]	⇔ 㨯 quệch
㨯	nguếch	㨯擭 nguếch ngoác [𠸨]	⇔ 㨯 quệch
㨯	nguệch	㨯擭 nguệch ngoạc [𠸨]	⇔ 㨯 quệch
𤷄	quèn	𤷄𤷄 quèn quèn [𠸨]	U+24DC4
𨙍	queo	𢏣𨙍 cong queo · 𩮔𨙍 quăn queo [𠸨]	[翻] U+2864D
𢳙	quẹo	𢳙𦙶 quẹo cổ · 𢳙𢬣債 quẹo tay trái	U+22CD9
抉	quẹt	焰抉 diêm quẹt · 撝抉 va quẹt ·抉過抉徠 quẹt qua quẹt lại	U+6289
鴃	quẹt	𪀄鴃 chim quẹt	U+9D03
𢯵	quệt	𢯵渃眜 quệt nước mắt · 𫇿膏𢯵 𠓨紙 thuốc cao quệt vào giấy	U+22BF5
龜	QUY	金龜 kim quy	U+9F9C
詭	QUỶ	詭譎 quỷ quyệt	U+8A6D
癸	QUÝ	癸未 Quý Mùi · 癸亥 Quý Hợi	U+7678
葵	QUỲ	紙葵 giấy quỳ · 花葵 hoa quỳ	U+8475
跪	QUỴ	突跪 đột quỵ · 跪累 quỵ luỵ · 𨁟跪 ngã quỵ	U+8DEA
跪	quỳ	跪𬺗 quỳ xuống · 跪𨆝 quỳ gối	
