# 常用标准汉喃字表
# 作者：汉喃研究与应用协会（原名：越南汉喃复兴委员会）
# 共7164字（读音不同等，部分字分立多条，合计8928条）
# https://www.hannom-rcv.org/standard-nom/Lookup-CHNC.html
# 𡨸漢喃	音讀	Unicode	𥱬註	譬喻

鶡	hét	U+9DA1		𪀄鶡 chim hét
歇	hết	U+6B47		歇錢 hết tiền · 𠓀歇 trước hết · 侯歇 hầu hết · 歇𢚸 hết lòng
頡	hệt	U+9821	[翻]	依頡 y hệt
𠯋	hi	U+20BCB		唭𠯋𠯋 cười hi hi [聲]
希	HI	U+5E0C	[翻]	希望 hi vọng · 希臘 Hi Lạp
稀	HI	U+7A00		稀有 hi hữu
犧	HI	U+72A7		犧牲 hi sinh
咥	hí	U+54A5		吁咥 hú hí · 𠊛叫馭咥 người kêu ngựa hí
𠻑	hì	U+20ED1		𠻑𡄆 hì hục [聲] · 𠻑會 hì hụi [聲]
喜	HỈ	U+559C		恭喜 cung hỉ · 雙喜 song hỉ · 歡喜 hoan hỉ
𩊽	hia	U+292BD		對𩊽 đôi hia
𢷓	hích	U+22DD3		𢷓𣎣𢬣𠓨𦘹伴 hích khuỷu tay vào sườn bạn · 用把𦠘𢷓𠬠丐 dùng bả vai hích một cái
檄	HỊCH	U+6A84	[翻]	檄文 hịch văn
險	hiếm	U+96AA		險固 hiếm có · 險脄 hiếm hoi
嫌	HIỀM	U+5ACC		嫌隙 hiềm khích · 嫌疑 hiềm nghi
險	HIỂM	U+96AA		危險 nguy hiểm · 保險 bảo hiểm · 探險 thám hiểm · 脫險 thoát hiểm · 險惡 hiểm ác
軒	HIÊN	U+8ED2		行軒 hàng hiên · 𠃅軒 mái hiên
萱	hiên	U+8431		花萱 hoa hiên
憲	HIẾN	U+61B2		憲法 hiến pháp
獻（献）	HIẾN	U+737B U+732E		貢獻 cống hiến · 文獻 văn hiến · 獻計 hiến kế · 獻身 hiến thân
賢	HIỀN	U+8CE2		賢厚 hiền hậu · 賢令 hiền lành · 賢和 hiền hoà · 媄賢 mẹ hiền
顯（顕）	HIỂN	U+986F U+9855		顯示 hiển thị · 明顯 minh hiển · 顯然 hiển nhiên · 顯明 hiển minh · 顯現 hiển hiện
現	HIỆN	U+73FE		現𫢩 hiện nay · 現代 hiện đại · 現行 hiện hành · 現場 hiện trường
脅	HIẾP	U+8105		威脅 uy hiếp · 脅淫 hiếp dâm · 咹脅 ăn hiếp · 啗脅 hãm hiếp · 抑脅 ức hiếp
合	HIỆP	U+5408		聯合 liên hiệp · 勝𪥘󠄁𠄼合 thắng cả năm hiệp
協	HIỆP	U+5354		協助 hiệp trợ · 協會 hiệp hội · 協定 hiệp định · 協商 hiệp thương
俠	HIỆP	U+4FE0		豪俠 hào hiệp · 俠客 hiệp khách · 劍俠 kiếm hiệp · 大俠 đại hiệp · 義俠 nghĩa hiệp
蠍	HIẾT	U+880D		天蠍 Thiên Hiết
好	HIẾU	U+597D		好學 hiếu học · 好客 hiếu khách · 好奇 hiếu kì · 嗜好 thị hiếu
孝	HIẾU	U+5B5D		孝順 hiếu thuận · 孝傠 hiếu thảo · 不孝 bất hiếu
曉	HIỂU	U+66C9		曉別 hiểu biết · 通曉 thông hiểu · 透曉 thấu hiểu
校	HIỆU	U+6821		校冊 hiệu sách · 校長 hiệu trưởng · 監校 giám hiệu
效	HIỆU	U+6548		功效 công hiệu · 效果 hiệu quả · 有效 hữu hiệu · 效驗 hiệu nghiệm
號	HIỆU	U+865F		號令 hiệu lệnh · 信號 tín hiệu · 暗號 ám hiệu · 徽號 huy hiệu · 符號 phù hiệu · 商號 thương hiệu
𥋵	him	U+252F5	[翻]	𥋵𥋵 him him
嬐	hĩm	U+5B10		丐嬐 cái hĩm
馨	HINH	U+99A8		馨香 hinh hương
刑	HÌNH	U+5211		刑法 hình pháp · 極刑 cực hình · 行刑 hành hình
形	HÌNH	U+5F62	[翻]	地形 địa hình · 情形 tình hình · 形𠍵 hình dáng · 形體 hình thể
型	HÌNH	U+578B		模型 mô hình · 典型 điển hình · 類型 loại hình
𠲮	hĩnh	U+20CAE		唅𠲮 hợm hĩnh [𠸨]
擤	hỉnh	U+64E4		擤𪖫 hỉnh mũi · 憾擤 hóm hỉnh [𠸨]
䀫	híp	U+402B	[翻]	䀫眜 híp mắt
𭊪	hít	U+2D2AA	[翻]	㖧𭊪 hôn hít
㳜	hiu	U+3CDC	[翻]	𤂂㳜 đìu hiu · 㳜𣔲 hiu quạnh
𠯖	ho	U+20BD6		𠯖𠻃 ho hen · 𠯖癆 ho lao · 咍𠯖 hay ho
㗅	hò	U+35C5		喝㗅 hát hò · 𭉑㗅 hẹn hò [𠸨]
呼	hô	U+547C		呼𪘵 hô răng
呼	HÔ	U+547C		呼吸 hô hấp · 稱呼 xưng hô · 歡呼 hoan hô · 呼號 hô hào · 呼𡘯 hô lớn · 呼喚 hô hoán
瑚	HÔ	U+745A		珊瑚 san hô
唬	hố	U+552C		呼唬 hô hố [聲] · 𫻎唬 ham hố [𠸨]
㙤	hố	U+3664		𡌢㙤 hầm hố · 㙤黰 hố đen
諕	hố	U+8AD5		被諕 bị hố
乎	HỒ	U+4E4E	[翻]	幾乎 cơ hồ · 況乎 huống hồ
狐	HỒ	U+72D0		狐狸 hồ li · 狐疑 hồ nghi
胡	HỒ	U+80E1		胡桃 hồ đào · 𣱆胡 họ Hồ
壺	HỒ	U+58FA		銅壺 đồng hồ
葫	HỒ	U+846B		葫蘆 hồ lô
湖	HỒ	U+6E56		坳湖 ao hồ · 江湖 giang hồ · 湖還劍 Hồ Hoàn Kiếm
蝴	HỒ	U+8774		蝴蝶 hồ điệp
糊	HỒ	U+7CCA		糊裙襖 hồ quần áo · 糊塗 hồ đồ · 𥺊糊 cháo hồ · 糊疏 hồ sơ
醐	HỒ	U+9190		醍醐 đề hồ
互	HỖ	U+4E92		互助 hỗ trợ · 相互 tương hỗ
怙	hỗ	U+6019		怙價 hỗ giá
𤏤	hơ	U+243E4	[翻]	𤏤過焒 hơ qua lửa
𤾟	hơ	U+24F9F	⇔ 𤾟 hớ	𤾟𤾟 hơ hớ [𠸨]
虎	HỔ	U+864E		猛虎 mãnh hổ · 熊虎 hùng hổ
𢜜	hổ	U+2271C		醜𢜜 xấu hổ · 𢜜𢢆 hổ thẹn
琥	HỔ	U+7425		琥珀 hổ phách
䗂	hổ	U+45C2		𧋻䗂 rắn hổ · 䗂焒 hổ lửa
𣱆	họ	U+23C46	[異] 戶	𠸜𣱆 tên họ · 𣳔𣱆 dòng họ · 𣱆行 họ hàng
𤾟	hớ	U+24F9F		𤾟亨 hớ hênh
噓	hờ	U+5653		噓𠾿 hờ hững · 𨷯𢬱噓 cửa khép hờ
戶	HỘ	U+6236		戶籍 hộ tịch · 戶口 hộ khẩu
護	HỘ	U+8B77		保護 bảo hộ · 護送 hộ tống · 辯護 biện hộ · 護照 hộ chiếu · 護堤 hộ đê · 擁護 ủng hộ
汻	hở	U+6C7B		汻𡎟 hở hang · 渚汻𠰘 chớ hở miệng · 腜汻𪘵冷 môi hở răng lạnh
𠼯	hở	U+20F2F		㵋𧗱𠼯？ mới về hở? · 哰獓丕𠼯僶其？ sao ngáo vậy hở thằng kia?
𢠇	hở	U+22807		𢠦𢠇 hớn hở [𠸨]
花	HOA	U+82B1		花蓮 hoa sen · 花魁 hoa khôi · 花旗 Hoa Kì · 花𢬣 hoa tay · 花𠺌 hoa hoè [𠸨] · 花𠲣 hoa hoét [𠸨]
華	HOA	U+83EF		繁華 phồn hoa · 才華 tài hoa · 精華 tinh hoa · 奢華 xa hoa
鏵	hoa	U+93F5	單位𢵋 đơn vị đo	𠬠鏵 một hoa
化	HOÁ	U+5316		變化 biến hoá · 感化 cảm hoá · 化粧 hoá trang · 文化 văn hoá · 消化 tiêu hoá · 他化 tha hoá
貨	HOÁ	U+8CA8		百貨 bách hoá · 行貨 hàng hoá
和	HOÀ	U+548C		共和 cộng hoà · 和平 hoà bình · 不和 bất hoà · 和合 hoà hợp · 賢和 hiền hoà
火	HOẢ	U+706B		火爐 hoả lò · 火速 hoả tốc · 防火 phòng hoả · 火藥 hoả dược · 火患 hoả hoạn
和	hoạ	U+548C		和唍 hoạ hoằn
和	HOẠ	U+548C		唱和 xướng hoạ · 附和 phụ hoạ · 和蹺 hoạ theo
禍	HOẠ	U+798D		嫁禍 giá hoạ · 慘禍 thảm hoạ · 災禍 tai hoạ · 禍福 hoạ phúc
畫（𪽗）	HOẠ	U+756B U+2AF57		幅畫 bức hoạ · 圖畫 đồ hoạ · 繪畫 hội hoạ · 畫士 hoạ sĩ
嚯	hoác	U+56AF		㢅嚯 rộng hoác · 𢲫嚯 mở hoác · 𥧪嚯 trống hoác · 𫫥嚯 toang hoác
霍	hoắc	U+970D		𨓐霍 lạ hoắc · 啐霍 thối hoắc · 醜霍 xấu hoắc
霍	HOẮC	U+970D		霍亂 hoắc loạn · 揮霍 huy hoắc
藿	HOẮC	U+85FF		藿香 hoắc hương
或	HOẶC	U+6216		或𱺵 hoặc là · 或者 hoặc giả · 或𡗉或𠃣 hoặc nhiều hoặc ít
惑	HOẶC	U+60D1		疑惑 nghi hoặc · 迷惑 mê hoặc · 眩惑 huyễn hoặc
劃	HOẠCH	U+5283		計劃 kế hoạch · 規劃 quy hoạch · 劃定 hoạch định · 籌劃 trù hoạch
穫	HOẠCH	U+7A6B		收穫 thu hoạch
懷	hoài	U+61F7		懷𧵑 hoài của · 費懷 phí hoài · 懷懷 hoài hoài [𠸨]
懷	HOÀI	U+61F7		懷抱 hoài bão · 哀懷 ai hoài · 懷念 hoài niệm · 懷疑 hoài nghi
壞	HOẠI	U+58DE		敗壞 bại hoại · 毀壞 huỷ hoại · 破壞 phá hoại
𥩇	hoắm	U+25A47		漊𥩇 sâu hoắm
歡	HOAN	U+6B61		歡迎 hoan nghênh · 欣歡 hân hoan · 追歡 truy hoan · 歡喜 hoan hỉ
浣	hoán	U+6D63		糖浣 đường hoán
換	HOÁN	U+63DB		換𢷮 hoán đổi · 換改 hoán cải · 交換 giao hoán
喚	HOÁN	U+559A		呼喚 hô hoán
丸	HOÀN	U+4E38		精丸 tinh hoàn · 膏單丸散 cao đơn hoàn tán
完	HOÀN	U+5B8C		完好 hoàn hảo · 完畢 hoàn tất · 完全 hoàn toàn · 完善 hoàn thiện
桓	HOÀN	U+6853		盤桓 bàn hoàn
還	HOÀN	U+9084		還㨋 hoàn trả · 還良 hoàn lương · 還魂 hoàn hồn
環	HOÀN	U+74B0		環境 hoàn cảnh · 環球 hoàn cầu · 金環 kim hoàn
鬟	HOÀN	U+9B1F		丫鬟 a hoàn
緩	HOÃN	U+7DE9		和緩 hoà hoãn · 遲緩 trì hoãn · 緩兵 hoãn binh
唍	hoằn	U+550D		和唍 hoạ hoằn [𠸨]
宦	HOẠN	U+5BA6		宦官 hoạn quan · 宦𤞼 hoạn lợn
患	HOẠN	U+60A3		患難 hoạn nạn
荒	HOANG	U+8352		荒𤵺 hoang dại · 荒廢 hoang phế · 荒蕪 hoang vu · 荒野 hoang dã · 𡥵荒 con hoang · 媎荒 chửa hoang
慌	HOANG	U+614C		慌忙 hoang mang
皇	HOÀNG	U+7687		皇家 hoàng gia · 皇宮 hoàng cung · 皇后 hoàng hậu · 皇上 hoàng thượng · 皇族 hoàng tộc
凰	HOÀNG	U+51F0		鳳凰 phượng hoàng
隍	HOÀNG	U+968D		城隍 thành hoàng
黃	HOÀNG	U+9EC3		黃昏 hoàng hôn · 黃連 hoàng liên · 𣱆黃 họ Hoàng · 硫黃 lưu hoàng
徨	HOÀNG	U+5FA8		彷徨 bàng hoàng
惶	HOÀNG	U+60F6		驚惶 kinh hoàng
煌	HOÀNG	U+714C		輝煌 huy hoàng
潢	HOÀNG	U+6F62		裝潢 trang hoàng
恍	HOẢNG	U+604D		恍惚 hoảng hốt
慌	HOẢNG	U+614C		恐慌 khủng hoảng · 慌𢜝 hoảng sợ
宏	HOÀNH	U+5B8F		宏壯 hoành tráng
橫	HOÀNH	U+6A6B		橫行 hoành hành · 橫批 hoành phi · 橫度 hoành độ · 軸橫 trục hoành
餛	hoành	U+991B		餛飩 hoành thánh [摱]
𣹔	hoảnh	U+23E54		𣋝𣹔 ráo hoảnh
橫	hoạnh	U+6A6B		橫𠽡 hoạnh hoẹ [𠸨]
𨨅	hoắt	U+28A05		𨮐𨨅 nhọn hoắt
活	HOẠT	U+6D3B		生活 sinh hoạt · 復活 phục hoạt · 活潑 hoạt bát
猾	HOẠT	U+733E		狡猾 giảo hoạt
滑	HOẠT	U+6ED1		滑稽 hoạt kê · 滑頭 hoạt đầu
揋	hoay	U+63CB		摞揋 loay hoay [𠸨]
渨	hoáy	U+6E28		咥渨 hí hoáy [𠸨]
𫘲	hóc	U+2B632		閧𫘲 hỏng hóc
嘝	hốc	U+561D		𠹛嘝 há hốc · 𡎟嘝 hang hốc · 𥧪嘝 trống hốc · 嘝郝 hốc hác [𠸨]
學（斈）	HỌC	U+5B78 U+6588	[翻]	場學 trường học · 學習 học tập
斛	HỘC	U+659B	單位𢵋 đơn vị đo	𠬠斛 một hộc
斛	hộc	U+659B		斛速 hộc tốc [𠸨]
鵠	HỘC	U+9D60		鴻鵠 hồng hộc
暉	hoe	U+6689		𧹻暉 đỏ hoe · 咏暉 vắng hoe
𠺌	hoè	U+20E8C		花𠺌 hoa hoè [𠸨]
槐	HOÈ	U+69D0		𣘃槐 cây hoè
𠽡	hoẹ	U+20F61		橫𠽡 hoạnh hoẹ [𠸨]
𤸫	hoen	U+24E2B		𤸫釲 hoen gỉ · 𤸫癋 hoen ố
宛	hoẻn	U+5B9B		宣宛 toen hoẻn [𠸨]
𠲣	hoét	U+20CA3		𧹻𠲣 đỏ hoét · 花𠲣 hoa hoét [𠸨]
脄	hoi	U+8104		苿脄 mùi hoi · 𠳾脄 hẳn hoi · 險脄 hiếm hoi
洄	hói	U+6D04		掏汒𢵼洄 đào mương vét hói · 𢵼洄引渃 vét hói dẫn nước
䰎	hói	U+4C0E		䰎頭 hói đầu · 瀝䰎 rạch hói
𤞑	hòi	U+24791		狹𤞑 hẹp hòi
洃	hôi	U+6D03		苿洃 mùi hôi · 蒲洃 mồ hôi · 打洃 đánh hôi
𤍃	hôi	U+24343	⇔ 𤍃 hổi	𤍃𤍃 hôi hổi [𠸨]
悔	HỐI	U+6094		悔恨 hối hận · 懺悔 sám hối · 悔纇 hối lỗi · 悔改 hối cải
匯	HỐI	U+532F		匯兌 hối đoái
賄	HỐI	U+8CC4		賄賂 hối lộ
誨	HỐI	U+8AA8		誨促 hối thúc · 誨嘑 hối hả
回	HỒI	U+56DE	[翻]	回答 hồi đáp · 回憶 hồi ức · 回𠓀 hồi trước · 回醒 hồi tỉnh · 回教 Hồi giáo · 大回 Đại Hồi
茴	HỒI	U+8334		茴香 hồi hương · 大茴 đại hồi · 油茴 dầu hồi
迴	HỒI	U+8FF4		輪迴 luân hồi
徊	HỒI	U+5F8A		徘徊 bồi hồi · 徊𪡄 hồi hộp · 徊𤿰 hồi trống
鮰	hồi	U+9BB0		𩵜鮰 cá hồi
𠳨	hỏi	U+20CE8		句𠳨 câu hỏi · 𡠣𠳨 cưới hỏi · 學𠳨 học hỏi · 𠳨𪡗 hỏi han · 餅𠳨 bánh hỏi
唏	hơi	U+550F		呵唏 hà hơi · 打唏 đánh hơi · 歇唏 hết hơi
𤍃	hổi	U+24343		𤎏𤍃 nóng hổi
海	hới	U+6D77		洞海 Đồng Hới
𢝷	hời	U+22777		𢝷愒 hời hợt
咳	hỡi	U+54B3		咳喂 hỡi ôi [嘆]
會（会）	HỘI	U+6703 U+4F1A		禮會 lễ hội · 機會 cơ hội
薈（荟）	HỘI	U+8588 U+835F		蘆薈 lô hội
繪（絵）	HỘI	U+7E6A U+7D75		繪畫 hội hoạ
憘	hởi	U+6198	[翻]	胡憘 hồ hởi
亥	HỢI	U+4EA5		𣇞亥 giờ Hợi · 乙亥 Ất Hợi
陷	hom	U+9677	⇔ 陷 hỏm	陷陷 hom hỏm [𠸨]
𩩿	hom	U+29A7F		𩩿嫌 hom hem [𠸨]
憾	hóm	U+61BE		憾擤 hóm hỉnh [𠸨] · 舅𡮣憾𡗋 cậu bé hóm lắm
函	hòm	U+51FD		函䇸 hòm xiểng · 𢬣函匙銙 tay hòm chìa khoá · 撻𠊛𣩂濧𠓨函 đặt người chết đuối vào hòm · 𤗆役㐌函耒 mọi việc đã hòm rồi
𣋚	hôm	U+232DA	[翻]	𣋚𫢩 hôm nay · 𣊿𣋚 chiều hôm · 𣋚過 hôm qua
陷	hỏm	U+9677		陷陷 hom hỏm [𠸨]
唅	hợm	U+5505		唅𠲮 hợm hĩnh [𠸨]
𠮬	hon	U+20BAC	⇔ 𠮬 hỏn	𠮬𠮬 hon hỏn [𠸨]
𠉣	hon	U+20263		子𠉣 tí hon
焝	hon	U+711D	[翻]	𤉗焝 héo hon
𡉕	hòn	U+21255		𡉕𡐙 hòn đất · 𡉕島 hòn đảo
昏	HÔN	U+660F		昏君 hôn quân · 昏迷 hôn mê · 黃昏 hoàng hôn
㖧	hôn	U+35A7		㖧𭊪 hôn hít
婚	HÔN	U+5A5A		結婚 kết hôn · 婚事 hôn sự · 婚夫 hôn phu · 婚姻 hôn nhân
𧍎	hôn	U+2734E		𡥵𧍎 con hôn
渾	HỒN	U+6E3E		渾厚 hồn hậu · 渾然 hồn nhiên
魂	HỒN	U+9B42		心魂 tâm hồn · 靈魂 linh hồn · 招魂 chiêu hồn · 魂魄 hồn phách
餛	HỒN	U+991B		餛飩 hồn đồn
混	HỖN	U+6DF7		混亂 hỗn loạn · 混沌 hỗn độn · 混合 hỗn hợp · 混血 hỗn huyết · 混雜 hỗn tạp · 混戰 hỗn chiến
溷	HỖN	U+6EB7		溷咾 hỗn láo · 溷啅 hỗn xược
𠮬	hỏn	U+20BAC		准𠮬 chỏn hỏn · 𧹻𠮬 đỏ hỏn
欣	hơn	U+6B23	[翻]	欣𡛤 hơn nữa · 𠃣欣 ít hơn · 𥽌欣 gạo hơn
𢠦	hơn	U+22826	⇔ 𢠦 hớn	𢠦𢠦 hơn hớn [𠸨]
混	hổn	U+6DF7		混顯 hổn hển
漢	hớn	U+6F22		好漢 hảo hớn
𢠦	hớn	U+22826		𢠦𢠇 hớn hở [𠸨]
愒	hờn	U+6112	⇔ 愒 hợt	愒愒 hờn hợt [𠸨]
㘋	hờn	U+360B		㤌㘋 căm hờn · 𢚷㘋 giận hờn
烘	hong	U+70D8		烘𣌝 hong nắng
𥈰	hong	U+25230	⇔ 𥈰 hóng	𥈰𥈰 hong hóng [𠸨]
𤆺	hóng	U+241BA		蒲𤆺 bồ hóng
𥈰	hóng	U+25230		𥈰𩙍 hóng gió · 𥈰𡀯 hóng chuyện
𢞃	hòng	U+22783		𢞃懞 hòng mong · 𢞃矓 hòng trông · 揨𢞃 đừng hòng
胷	hông	U+80F7		𫰅胷𪥘󠄁胻 to hông cả háng · 促𠓨胷埃 thúc vào hông ai
𡏠	hông	U+213E0		鈉𡏠 nồi hông · 𡏠𥸷 hông xôi
吼	hống	U+543C		吼赫 hống hách
洪	HỒNG	U+6D2A		洪水 hồng thuỷ
紅	HỒNG	U+7D05		𦭷紅 màu hồng · 帖紅 thiếp hồng · 紅葉 hồng diệp · 瀧紅 sông Hồng · 花紅 hoa hồng · 紅塵 hồng trần
斛	hồng	U+659B	⇔ 斛 hộc	斛斛 hồng hộc [𠸨]
鴻	HỒNG	U+9D3B	[翻]	𪀄鴻 chim hồng · 鴻毛 hồng mao · 鴻福 hồng phúc · 鴻鵠 hồng hộc · 鴻龐 Hồng Bàng
閧	hỏng	U+95A7		墟閧 hư hỏng · 閧𫘲 hỏng hóc
𠸣	hổng	U+20E23		𡓇𠸣 lỗ hổng
𦙥	họng	U+26665		炎𦙥 viêm họng
𨸚	hóp	U+28E1A		𨸚𦟐 hóp má
合	họp	U+5408		局合 cuộc họp · 合𢄂 họp chợ · 合會操 họp hội thao
呷	hớp	U+5477		呷魂 hớp hồn · 𩵜呷渤 cá hớp bọt · 呷𠬠喁茶 hớp một ngụm trà
匣	hộp	U+5323		匣茶 hộp trà
𪡄	hộp	U+2A844	[翻]	徊𪡄 hồi hộp
合	HỢP	U+5408	[翻]	符合 phù hợp
㧾	hót	U+39FE	⇔ 㧾 hốt	
𧩓	hót	U+27A53		𪀄𧩓 chim hót · 佞𧩓 nịnh hót
忽	HỐT	U+5FFD	[翻]	忽然 hốt nhiên
㧾	hốt	U+39FE		㧾𧅫 hốt rác
惚	HỐT	U+60DA		恍惚 hoảng hốt · 惚恍 hốt hoảng
㓭	hớt	U+34ED		㓭𣱾 hớt lẻo
籺	hột	U+7C7A	⇔ 籺 hạt	𠁻籺𧕚 chuỗi hột trai
愒	hợt	U+6112	[翻]	𢝷愒 hời hợt
冔	hu	U+5194		哭冔冔 khóc hu hu [聲]
吁	hú	U+5401		吁咥 hú hí · 𪀄𭉫吁 chim tu hú
旴	hù	U+65F4		旴唑 hù doạ · 𣋁旴 tối hù
腐	hũ	U+8150		豆腐 đậu hũ
𪺛	hũ	U+2AE9B		丐𪺛 cái hũ · 𪺛荼 hũ dưa · 𪺛式咹 hũ thức ăn
朽	HỦ	U+673D		不朽 bất hủ
胕	hủ	U+80D5		豆胕 tàu-hủ [摱]
栩	HỦ	U+6829	[翻]	𠊛羅栩 người La Hủ
腐	HỦ	U+8150		腐敗 hủ bại · 古腐 cổ hủ · 腐儒 hủ nho · 豆腐 đậu hủ
粿	hủ	U+7CBF		粿條 hủ tiếu [摱]
虛	HƯ	U+865B		虛無 hư vô · 虛榮 hư vinh · 虛構 hư cấu
墟	hư	U+589F		墟閧 hư hỏng · 𫜵墟 làm hư
譃	hự	U+8B43		淤譃 ứ hự [嘆]
𫊯	hua	U+2B2AF		醬固𫊯 tương có hua
許	HỨA	U+8A31		許婚 hứa hôn · 𠳒許 lời hứa · 許𭉑 hứa hẹn · 許𠲡 hứa hão
勳	HUÂN	U+52F3		勳章 huân chương · 勳爵 huân tước
訓	HUẤN	U+8A13		整訓 chỉnh huấn · 家訓 gia huấn · 訓練 huấn luyện · 教訓 giáo huấn · 特訓 đặc huấn
勖	húc	U+52D6		勖頭 húc đầu · 𤛠𤙭勖僥 trâu bò húc nhau
𡄆（𡄆󠄁）	hục	U+21106 U+21106 U+E0101	[翻]	熊𡄆 hùng hục
洫	hức	U+6D2B	[翻]	好洫 háo hức
𤍋	hực	U+2434B		爁𤍋 hậm hực · 𬋙𤍋 hừng hực
花	huê	U+82B1	⇔ 花 hoa	
化	huế	U+5316		城庯化 thành phố Huế
携	HUỀ	U+643A		提携 đề huề
惠	HUỆ	U+60E0		恩惠 ân huệ
蕙	HUỆ	U+8559		花蕙 hoa huệ
擴	huếch	U+64F4		擴嚯 huếch hoác [𠸨]
𠇟	huênh	U+201DF		𠇟荒 huênh hoang [𠸨]
𠜮	húi	U+2072E	[翻]	𠜮𩯀 húi tóc
癐（𤶊）	hủi	U+7650 U+24D8A		病癐 bệnh hủi · 𫤾癐 hắt hủi
會（会）	hụi	U+6703 U+4F1A		會伴佊 hụi bạn bè
噏	hum	U+564F	⇔ 噏 húp	噏噏 hum húp [𠸨]
𥵗	hum	U+25D57	[翻]	𥳍𥵗 tùm hum
𤞻	hùm	U+247BB		𩵽𤞻 tôm hùm
熏	hun	U+718F	[翻]	熏𤒘 hun đúc · 熏𤌋 hun khói
滾	hủn	U+6EFE		澊滾 tun hủn [𠸨]
凶	HUNG	U+51F6		吉凶 cát hung · 凶兆 hung triệu
兇	HUNG	U+5147		兇殘 hung tàn · 兇徒 hung đồ · 兇手 hung thủ · 行兇 hành hung
𦭪	húng	U+26B6A		蔞𦭪 rau húng · 𦭪桂 húng quế · 𦭪橙 húng chanh
哅	húng	U+54C5		哅响 húng hắng
香	húng	U+9999		香料 húng-lìu [摱]
雄	HÙNG	U+96C4	[翻]	英雄 anh hùng · 稱雄 xưng hùng · 雄辯 hùng biện · 雄偉 hùng vĩ
熊	HÙNG	U+718A		熊虎 hùng hổ · 熊𡄆 hùng hục
興	HƯNG	U+8208	[翻]	中興 trung hưng · 復興 phục hưng · 興奮 hưng phấn · 興亡 hưng vong
𬋙	hưng	U+2C2D9	⇔ 𬋙 hửng	𬋙𬋙 hưng hửng [𠸨]
興	HỨNG	U+8208	[翻]	高興 cao hứng · 興趣 hứng thú · 雅興 nhã hứng
𢤽	hứng	U+2293D		縱𢤽 tung hứng
𬋙	hừng	U+2C2D9		𬋙東 hừng đông · 𬋙𤍋 hừng hực
𠾿	hững	U+20FBF		噓𠾿 hờ hững
𤈍	hửng	U+2420D		熷𤈍 tưng hửng
𬋙	hửng	U+2C2D9		烝𬋙 chưng hửng [𠸨]
𢯘	huơ	U+22BD8		𢯘𢬣 huơ tay · 𢯘鎌 huơ gươm
謔	HƯỚC	U+8B14		諧謔 hài hước
況	HUỐNG	U+6CC1		況乎 huống hồ · 情況 tình huống
香	HƯƠNG	U+9999		菍香 nấm hương · 香案 hương án · 藿香 hoắc hương · 香𦹳 hương thơm · 丁香 đinh hương
鄉	HƯƠNG	U+9109		圭鄉 quê hương · 同鄉 đồng hương · 故鄉 cố hương
向	HƯỚNG	U+5411		向引 hướng dẫn · 方向 phương hướng · 志向 chí hướng · 偏向 thiên hướng · 向上 hướng thượng
紅	hường	U+7D05	⇔ 紅 hồng	
享	HƯỞNG	U+4EAB		享受 hưởng thụ · 享樂 hưởng lạc · 享福 hưởng phúc · 承享 thừa hưởng · 共享 cộng hưởng · 享旬𦝄蜜 hưởng tuần trăng mật
響	HƯỞNG	U+97FF		影響 ảnh hưởng · 音響 âm hưởng · 交響 giao hưởng · 響應 hưởng ứng
㹯	hươu	U+3E6F		𡥵㹯 con hươu · 㹯𣇟 hươu sao · 㹯高𦙶 hươu cao cổ
噏	húp	U+564F	[翻]	噏噏 hum húp [𠸨]
唿	hút	U+553F		囂唿 heo hút · 唿𫇿 hút thuốc
紇	hụt	U+7D07	[翻]	耗紇 hao hụt · 少紇 thiếu hụt · 紇唏 hụt hơi
休	HƯU	U+4F11		𧗱休 về hưu · 休致 hưu trí
貅	HƯU	U+8C85		貔貅 tì hưu
友	HỮU	U+53CB		交友 giao hữu · 友誼 hữu nghị · 親友 thân hữu
右	HỮU	U+53F3		左右 tả hữu · 𦑃右 cánh hữu
有	HỮU	U+6709		有用 hữu dụng · 所有 sở hữu · 有限 hữu hạn
佑	HỰU	U+4F51		永佑 Vĩnh Hựu · 開佑 Khai Hựu
祐	HỰU	U+7950		天祐 Thiên Hựu · 𫷨延祐 Chùa Diên Hựu · 黎維祐 Lê Duy Hựu
揮	HUY	U+63EE		揮動 huy động · 指揮 chỉ huy
輝	HUY	U+8F1D		輝煌 huy hoàng
徽	HUY	U+5FBD		國徽 quốc huy · 徽章 huy chương
諱	HUÝ	U+8AF1		諱名 huý danh · 忌諱 kị huý
毀	HUỶ	U+6BC0		毀𠬃 huỷ bỏ · 毀滅 huỷ diệt · 燒毀 thiêu huỷ · 毀謗 huỷ báng
𢷓	huých	U+22DD3	⇔ 𢷓 hích	𢷓㹥𫥨哏 huých chó ra cắn
鬩	huỵch	U+9B29		螢鬩 huỳnh huỵch [聲]
萱	HUYÊN	U+8431		茹萱 nhà huyên
喧	HUYÊN	U+55A7		喧鬧 huyên náo · 喧天 huyên thuyên
暄	HUYÊN	U+6684		寒暄 hàn huyên
玄	HUYỀN	U+7384		玄機 huyền cơ · 玄秘 huyền bí · 玄妙 huyền diệu · 黰玄 đen huyền · 𩯀玄 tóc huyền · 𨁪玄 dấu huyền
弦	HUYỀN	U+5F26		六弦琴 lục huyền cầm
懸	HUYỀN	U+61F8		懸案 huyền án
